PrevChange, Stochastic, Momentum, LarryWilliams, Disparity, NextChange
-0.02563445270442966, 73.15436241610746, 1.2199999999999989, 26.84563758389255, 4224.52054472656, -0.5384615384615407
2.6038926880589024, 96.05263157894723, 1.7299999999999969, 3.9473684210527793, 15085.371390514498, -0.02563445270442966
2.4521692266235613, 80.53691275167793, 0.47000000000000597, 19.463087248322065, -6893.357548192299, 2.6038926880589024
-0.9078771695594215, 14.427860696517387, -1.0499999999999972, 85.57213930348261, 986452.9846959022, 2.4521692266235613
-0.8734780307040717, 30.65326633165834, -0.00999999999999801, 69.34673366834166, 9767.361701098644, -0.9078771695594215
1.3412017167381975, 47.23618090452262, 0.7000000000000028, 52.76381909547738, -465737.0838481609, -0.8734780307040717
-0.7190412782955953, 13.888888888888912, -0.030000000000001137, 86.1111111111111, -20614.590289459804, 1.3412017167381975
-1.5985324947589086, 52.05992509363294, -0.35999999999999943, 47.94007490636705, -23105.80531225632, -0.7190412782955953
1.8686599038974794, 85.47008547008534, -0.3300000000000054, 14.529914529914652, -6725.726435725745, -1.5985324947589086
1.0248112189859833, 40.75235109717876, -1.0899999999999963, 59.24764890282125, -3892.071354268245, 1.8686599038974794
-0.6164567140177003, 28.84012539184954, -1.8400000000000034, 71.15987460815046, -2373.4109956334155, 1.0248112189859833
-1.5826958586124884, 24.78448275862081, -3.0700000000000003, 75.21551724137919, -2231.0156449112887, -0.6164567140177003
-1.506884905170188, 7.867494824016472, -3.3500000000000014, 92.13250517598352, -2550.083164896308, -1.5826958586124884
-0.155642023346291, 12.837837837837851, -3.009999999999998, 87.16216216216215, -3176.824217699618, -1.506884905170188
-0.950668036998984, 14.189189189189094, -2.450000000000003, 85.8108108108109, -3774.032911337237, -0.155642023346291
-3.6156513125309577, 10.41666666666664, -2.0799999999999983, 89.58333333333336, -22802.266812630947, -0.950668036998984
-2.132816286960726, 2.463054187192327, -0.35999999999999943, 97.53694581280767, 40376.36070342451, -3.6156513125309577
-0.5783132530120529, 64.31372549019599, 0.19999999999999574, 35.68627450980401, 5941.181526288374, -2.132816286960726
1.2195121951219512, 73.72549019607841, 1.3999999999999986, 26.274509803921593, 11648.926286444617, -0.5783132530120529
0.0, 62.44725738396618, 0.7100000000000009, 37.55274261603382, 2182.369543242215, 1.2195121951219512
0.6381934216985714, 79.35034802784222, 3.5600000000000023, 20.649651972157777, 1655.7545905956338, 0.0
-0.7793472966390654, 80.63973063973066, 4.609999999999999, 19.360269360269346, 1398.6810134472332, 0.6381934216985714
2.394014962593518, 88.73812754409771, 5.43, 11.261872455902287, 2276.892462409641, -0.7793472966390654
-0.47158103747827684, 75.7123473541384, 3.3100000000000023, 24.2876526458616, 2930.4067307810005, 2.394014962593518
7.612179487179492, 98.46416382252553, 2.5, 1.535836177474461, -27089.107781067185, -0.47158103747827684
3.625795737614158, 79.34782608695639, -0.3400000000000034, 20.65217391304362, -2012.576247879489, 7.612179487179492
1.4033118158854896, 25.47468354430379, -3.6099999999999994, 74.52531645569621, -2223.7920261033655, 3.625795737614158
-3.1530307148681618, 0.0, -3.1099999999999994, 100.0, -4760.3591088757075, 1.4033118158854896
-2.646202699126753, 6.221198156682018, -1.480000000000004, 93.77880184331798, 4551.865091932461, -3.1530307148681618
0.02646903123345159, 18.493150684931482, 1.3900000000000006, 81.50684931506852, 3686.2231504102347, -2.646202699126753
-4.932058379466534, 21.51481888035127, 1.7800000000000011, 78.48518111964873, 1925.8758005301488, 0.02646903123345159
2.5813113061435207, 45.425867507886444, 3.6499999999999986, 54.57413249211355, 2516.2507519407127, -4.932058379466534
1.228116017768484, 34.9106203995794, 2.8900000000000006, 65.0893796004206, 2992.117730991705, 2.5813113061435207
5.13736263736265, 99.65753424657541, 2.3500000000000014, 0.34246575342458924, 11258.908572814078, 1.228116017768484
1.1111111111111072, 48.598130841121446, 0.6099999999999994, 51.401869158878554, 25988.1172243548, 5.13736263736265
-0.24937655860350072, 31.192660550458704, 0.25, 68.80733944954129, 11683.910212885045, 1.1111111111111072
0.6694560669456122, 47.191011235955216, 0.5500000000000043, 52.808988764044784, 8160.354988046389, -0.24937655860350072
-0.19487750556792952, 75.22522522522524, 0.7800000000000011, 24.77477477477475, -17311.287326460246, 0.6694560669456122
0.36322995250070567, 76.2762762762763, -0.3999999999999986, 23.723723723723698, -5168.772482224059, -0.19487750556792952
0.1118881118881095, 64.20233463035021, -1.3000000000000043, 35.79766536964979, -2332.369313992373, 0.36322995250070567
0.5908835115362996, 60.31941031941034, -2.9200000000000017, 39.680589680589655, -1536.0946863572585, 0.1118881118881095
